id,name,brand,product_type,price,quantity,description,battery_life,features,connectivity,movement_type,power_reserve,water_resistant
633,Fossil Master 343 Line,Fossil,electronic,8324690,83,Mẫu Fossil Master 343 Line của Fossil - thiết kế hiện đại.,4.0,waterproof;music_control;sleep_tracking;gps;nfc,none,,,
634,Invicta Heritage 284 Edition,Invicta,electronic,1418853,44,Mẫu Invicta Heritage 284 Edition của Invicta - thiết kế hiện đại.,4.0,gps;waterproof;sleep_tracking;step_counter,none,,,
635,Swatch Sport 193 S,Swatch,electronic,1765977,50,Mẫu Swatch Sport 193 S của Swatch - thiết kế hiện đại.,2.0,gps;heart_rate;notifications,none,,,
636,Tissot Apex 155 Line,Tissot,mechanical,8049971,80,Mẫu Tissot Apex 155 Line của Tissot - thiết kế cổ điển.,,,,automatic,42.0,0.0
637,Skagen Master 486 Lite,Skagen,electronic,6591885,94,Mẫu Skagen Master 486 Lite của Skagen - thiết kế hiện đại.,7.0,step_counter,wifi,,,
638,Timex Pilot 661 Lite,Timex,mechanical,6469530,43,Mẫu Timex Pilot 661 Lite của Timex - thiết kế cổ điển.,,,,manual,48.0,0.0
639,Invicta Pilot 456 S,Invicta,electronic,4909194,16,Mẫu Invicta Pilot 456 S của Invicta - thiết kế hiện đại.,10.0,nfc;music_control;notifications,wifi,,,
640,Omega Classic 152 Lite,Omega,electronic,4623539,21,Mẫu Omega Classic 152 Lite của Omega - thiết kế hiện đại.,5.0,step_counter;gps,wifi,,,
641,Tissot Master 244 Series,Tissot,electronic,1096696,40,Mẫu Tissot Master 244 Series của Tissot - thiết kế hiện đại.,5.0,notifications;nfc,none,,,
642,Skagen Classic 682 Lite,Skagen,mechanical,14681327,18,Mẫu Skagen Classic 682 Lite của Skagen - thiết kế cổ điển.,,,,manual,48.0,0.0
643,Skagen Prime 125 Edition,Skagen,electronic,6366154,63,Mẫu Skagen Prime 125 Edition của Skagen - thiết kế hiện đại.,10.0,notifications;nfc,wifi,,,
644,Skagen Pilot 340 Pro,Skagen,mechanical,7371705,37,Mẫu Skagen Pilot 340 Pro của Skagen - thiết kế cổ điển.,,,,automatic,80.0,0.0
645,Longines Urban 706 Series,Longines,electronic,11108788,5,Mẫu Longines Urban 706 Series của Longines - thiết kế hiện đại.,2.0,gps;nfc;heart_rate;waterproof;notifications,gps,,,
646,Tag Heuer Classic 623 Line,Tag Heuer,mechanical,8959756,28,Mẫu Tag Heuer Classic 623 Line của Tag Heuer - thiết kế cổ điển.,,,,manual,40.0,1.0
647,Longines Sport 525 X,Longines,mechanical,3319526,40,Mẫu Longines Sport 525 X của Longines - thiết kế cổ điển.,,,,automatic,72.0,0.0
648,Patek Philippe Urban 396 Lite,Patek Philippe,mechanical,676766,44,Mẫu Patek Philippe Urban 396 Lite của Patek Philippe - thiết kế cổ điển.,,,,manual,42.0,0.0
649,Citizen Elite 746 S,Citizen,electronic,11252151,53,Mẫu Citizen Elite 746 S của Citizen - thiết kế hiện đại.,10.0,step_counter;gps;sleep_tracking;waterproof,gps,,,
650,Movado Voyager 89 Model,Movado,mechanical,3512865,60,Mẫu Movado Voyager 89 Model của Movado - thiết kế cổ điển.,,,,manual,36.0,0.0
651,Citizen Classic 420 Pro,Citizen,electronic,6510453,71,Mẫu Citizen Classic 420 Pro của Citizen - thiết kế hiện đại.,4.0,nfc;gps;music_control;waterproof;notifications,gps,,,
652,Omega Voyager 312 S,Omega,mechanical,8609575,59,Mẫu Omega Voyager 312 S của Omega - thiết kế cổ điển.,,,,automatic,36.0,1.0
653,Omega Apex 128 Pro,Omega,mechanical,6548773,62,Mẫu Omega Apex 128 Pro của Omega - thiết kế cổ điển.,,,,automatic,36.0,1.0
654,Bulova Sport 614 Lite,Bulova,electronic,8925454,72,Mẫu Bulova Sport 614 Lite của Bulova - thiết kế hiện đại.,4.0,notifications;sleep_tracking;heart_rate,none,,,
655,Movado Classic 866 Pro,Movado,electronic,2861285,7,Mẫu Movado Classic 866 Pro của Movado - thiết kế hiện đại.,2.0,notifications;sleep_tracking;gps,none,,,
656,Rolex Urban 430 Lite,Rolex,mechanical,1206366,37,Mẫu Rolex Urban 430 Lite của Rolex - thiết kế cổ điển.,,,,automatic,60.0,1.0
657,Hamilton Sport 614 Model,Hamilton,electronic,8383829,40,Mẫu Hamilton Sport 614 Model của Hamilton - thiết kế hiện đại.,10.0,step_counter;sleep_tracking;music_control,none,,,
658,Movado Urban 844 Model,Movado,mechanical,687016,66,Mẫu Movado Urban 844 Model của Movado - thiết kế cổ điển.,,,,manual,42.0,0.0
659,Hamilton Sport 224 Model,Hamilton,mechanical,7799052,24,Mẫu Hamilton Sport 224 Model của Hamilton - thiết kế cổ điển.,,,,automatic,48.0,0.0
660,Orient Master 946 Edition,Orient,electronic,7453014,39,Mẫu Orient Master 946 Edition của Orient - thiết kế hiện đại.,7.0,nfc;music_control;waterproof,none,,,
661,Omega Classic 763 Series,Omega,mechanical,3724189,88,Mẫu Omega Classic 763 Series của Omega - thiết kế cổ điển.,,,,automatic,72.0,1.0
662,Fossil Master 81 X,Fossil,mechanical,10516863,100,Mẫu Fossil Master 81 X của Fossil - thiết kế cổ điển.,,,,automatic,36.0,1.0
663,Patek Philippe Classic 202 Series,Patek Philippe,electronic,975494,84,Mẫu Patek Philippe Classic 202 Series của Patek Philippe - thiết kế hiện đại.,5.0,heart_rate;waterproof;notifications;nfc;sleep_tracking,bluetooth,,,
664,Seiko Sport 802 Series,Seiko,mechanical,13841422,26,Mẫu Seiko Sport 802 Series của Seiko - thiết kế cổ điển.,,,,automatic,40.0,0.0
665,Citizen Master 867 Pro,Citizen,mechanical,14257478,44,Mẫu Citizen Master 867 Pro của Citizen - thiết kế cổ điển.,,,,manual,40.0,0.0
666,Citizen Eco-Drive Elite 518 One,Citizen Eco-Drive,electronic,1490887,74,Mẫu Citizen Eco-Drive Elite 518 One của Citizen Eco-Drive - thiết kế hiện đại.,10.0,waterproof,wifi,,,
667,Hamilton Pilot 5 Series,Hamilton,electronic,13901365,64,Mẫu Hamilton Pilot 5 Series của Hamilton - thiết kế hiện đại.,10.0,sleep_tracking;notifications;step_counter;gps,gps,,,
668,Orient Master 855 Lite,Orient,electronic,14728866,54,Mẫu Orient Master 855 Lite của Orient - thiết kế hiện đại.,2.0,waterproof;notifications;heart_rate;nfc;sleep_tracking,gps,,,
669,Tissot Apex 781 Lite,Tissot,mechanical,10718598,71,Mẫu Tissot Apex 781 Lite của Tissot - thiết kế cổ điển.,,,,automatic,36.0,0.0
670,Hublot Prime 468 One,Hublot,electronic,11174529,87,Mẫu Hublot Prime 468 One của Hublot - thiết kế hiện đại.,10.0,waterproof;step_counter;notifications;nfc,gps,,,
671,Citizen Apex 962 Lite,Citizen,mechanical,3099811,86,Mẫu Citizen Apex 962 Lite của Citizen - thiết kế cổ điển.,,,,manual,72.0,1.0
672,Invicta Sport 123 Model,Invicta,mechanical,6224766,88,Mẫu Invicta Sport 123 Model của Invicta - thiết kế cổ điển.,,,,automatic,72.0,1.0
673,Fossil Urban 206 One,Fossil,mechanical,12738428,51,Mẫu Fossil Urban 206 One của Fossil - thiết kế cổ điển.,,,,automatic,40.0,0.0
674,Rolex Voyager 608 Pro,Rolex,electronic,11466393,82,Mẫu Rolex Voyager 608 Pro của Rolex - thiết kế hiện đại.,4.0,notifications;sleep_tracking;step_counter,gps,,,
675,Invicta Prime 151 S,Invicta,electronic,2066532,32,Mẫu Invicta Prime 151 S của Invicta - thiết kế hiện đại.,4.0,waterproof;sleep_tracking;gps;heart_rate,bluetooth,,,
676,Citizen Apex 695 Edition,Citizen,electronic,14595052,48,Mẫu Citizen Apex 695 Edition của Citizen - thiết kế hiện đại.,5.0,nfc;notifications;step_counter,bluetooth,,,
677,Invicta Apex 812 S,Invicta,electronic,3428010,84,Mẫu Invicta Apex 812 S của Invicta - thiết kế hiện đại.,4.0,step_counter;notifications;nfc;music_control,bluetooth,,,
678,Casio Heritage 902 Series,Casio,electronic,6062633,40,Mẫu Casio Heritage 902 Series của Casio - thiết kế hiện đại.,10.0,notifications;waterproof;heart_rate;sleep_tracking,wifi,,,
679,Omega Master 504 X,Omega,electronic,2450080,91,Mẫu Omega Master 504 X của Omega - thiết kế hiện đại.,4.0,gps;step_counter;sleep_tracking;waterproof,gps,,,
680,Hamilton Pilot 58 X,Hamilton,electronic,4319169,75,Mẫu Hamilton Pilot 58 X của Hamilton - thiết kế hiện đại.,4.0,sleep_tracking;music_control;nfc;notifications;heart_rate,bluetooth,,,
681,Tissot Urban 358 One,Tissot,electronic,890048,80,Mẫu Tissot Urban 358 One của Tissot - thiết kế hiện đại.,3.0,gps;waterproof;nfc;sleep_tracking,gps,,,
682,Timex Elite 241 Pro,Timex,mechanical,9091709,88,Mẫu Timex Elite 241 Pro của Timex - thiết kế cổ điển.,,,,automatic,80.0,0.0
683,Hamilton Classic 552 Lite,Hamilton,mechanical,1041976,84,Mẫu Hamilton Classic 552 Lite của Hamilton - thiết kế cổ điển.,,,,manual,60.0,0.0
684,Rolex Classic 713 S,Rolex,electronic,9025844,40,Mẫu Rolex Classic 713 S của Rolex - thiết kế hiện đại.,4.0,music_control;nfc;step_counter;heart_rate;waterproof,bluetooth,,,
685,Fossil Urban 509 Z,Fossil,electronic,12266129,85,Mẫu Fossil Urban 509 Z của Fossil - thiết kế hiện đại.,3.0,step_counter;nfc,gps,,,
686,Citizen Pilot 220 Pro,Citizen,mechanical,4344749,38,Mẫu Citizen Pilot 220 Pro của Citizen - thiết kế cổ điển.,,,,manual,80.0,1.0
687,Citizen Voyager 98 One,Citizen,electronic,5384152,8,Mẫu Citizen Voyager 98 One của Citizen - thiết kế hiện đại.,5.0,notifications;waterproof;gps;nfc;heart_rate,none,,,
688,Omega Heritage 680 Z,Omega,electronic,5043618,53,Mẫu Omega Heritage 680 Z của Omega - thiết kế hiện đại.,4.0,notifications;sleep_tracking;step_counter,wifi,,,
689,Invicta Master 591 S,Invicta,electronic,3587816,95,Mẫu Invicta Master 591 S của Invicta - thiết kế hiện đại.,4.0,music_control;step_counter;sleep_tracking,bluetooth,,,
690,Swatch Apex 152 Line,Swatch,electronic,2681853,87,Mẫu Swatch Apex 152 Line của Swatch - thiết kế hiện đại.,10.0,music_control;waterproof;nfc,bluetooth,,,
691,Patek Philippe Prime 844 Pro,Patek Philippe,electronic,9867618,32,Mẫu Patek Philippe Prime 844 Pro của Patek Philippe - thiết kế hiện đại.,7.0,waterproof;notifications;gps;heart_rate;sleep_tracking,wifi,,,
692,Omega Apex 498 Z,Omega,mechanical,14873750,54,Mẫu Omega Apex 498 Z của Omega - thiết kế cổ điển.,,,,automatic,40.0,1.0
693,Seiko Prime 809 Pro,Seiko,mechanical,10050725,22,Mẫu Seiko Prime 809 Pro của Seiko - thiết kế cổ điển.,,,,automatic,72.0,0.0
694,Casio Sport 322 One,Casio,electronic,4820698,8,Mẫu Casio Sport 322 One của Casio - thiết kế hiện đại.,4.0,gps;waterproof;sleep_tracking,wifi,,,
695,Movado Pilot 956 Series,Movado,mechanical,8068385,74,Mẫu Movado Pilot 956 Series của Movado - thiết kế cổ điển.,,,,manual,48.0,1.0
696,Orient Urban 338 One,Orient,mechanical,11189927,95,Mẫu Orient Urban 338 One của Orient - thiết kế cổ điển.,,,,automatic,48.0,1.0
697,Hamilton Elite 994 Pro,Hamilton,mechanical,6872393,32,Mẫu Hamilton Elite 994 Pro của Hamilton - thiết kế cổ điển.,,,,automatic,48.0,0.0
698,Orient Urban 559 X,Orient,mechanical,7385385,31,Mẫu Orient Urban 559 X của Orient - thiết kế cổ điển.,,,,manual,80.0,1.0
699,Swatch Prime 22 One,Swatch,mechanical,1004737,94,Mẫu Swatch Prime 22 One của Swatch - thiết kế cổ điển.,,,,automatic,72.0,0.0
700,Skagen Heritage 317 Lite,Skagen,mechanical,13595778,87,Mẫu Skagen Heritage 317 Lite của Skagen - thiết kế cổ điển.,,,,automatic,60.0,1.0
701,Hublot Classic 932 X,Hublot,electronic,13948857,32,Mẫu Hublot Classic 932 X của Hublot - thiết kế hiện đại.,3.0,waterproof,none,,,
702,Hamilton Apex 647 Lite,Hamilton,mechanical,13252275,98,Mẫu Hamilton Apex 647 Lite của Hamilton - thiết kế cổ điển.,,,,manual,80.0,1.0
703,Citizen Apex 483 X,Citizen,mechanical,13934210,42,Mẫu Citizen Apex 483 X của Citizen - thiết kế cổ điển.,,,,manual,80.0,1.0
704,Rolex Pilot 68 Lite,Rolex,electronic,6602623,93,Mẫu Rolex Pilot 68 Lite của Rolex - thiết kế hiện đại.,10.0,sleep_tracking;waterproof;notifications;heart_rate;step_counter,wifi,,,
705,Tissot Classic 411 Line,Tissot,electronic,9610296,40,Mẫu Tissot Classic 411 Line của Tissot - thiết kế hiện đại.,5.0,gps,wifi,,,
706,Tissot Voyager 703 X,Tissot,mechanical,11993313,40,Mẫu Tissot Voyager 703 X của Tissot - thiết kế cổ điển.,,,,manual,48.0,0.0
707,Hamilton Voyager 847 Lite,Hamilton,mechanical,12093166,25,Mẫu Hamilton Voyager 847 Lite của Hamilton - thiết kế cổ điển.,,,,automatic,48.0,0.0
708,Hublot Voyager 230 Edition,Hublot,mechanical,14247584,71,Mẫu Hublot Voyager 230 Edition của Hublot - thiết kế cổ điển.,,,,automatic,36.0,0.0
709,Hamilton Classic 411 One,Hamilton,mechanical,6719099,33,Mẫu Hamilton Classic 411 One của Hamilton - thiết kế cổ điển.,,,,automatic,36.0,0.0
710,Movado Sport 15 Z,Movado,mechanical,6809802,58,Mẫu Movado Sport 15 Z của Movado - thiết kế cổ điển.,,,,manual,36.0,1.0
711,Fossil Prime 295 S,Fossil,electronic,6040066,55,Mẫu Fossil Prime 295 S của Fossil - thiết kế hiện đại.,10.0,waterproof;music_control,none,,,
712,Fossil Heritage 185 X,Fossil,electronic,11990721,3,Mẫu Fossil Heritage 185 X của Fossil - thiết kế hiện đại.,3.0,waterproof;step_counter;notifications,wifi,,,
713,Longines Sport 11 S,Longines,mechanical,2431472,41,Mẫu Longines Sport 11 S của Longines - thiết kế cổ điển.,,,,manual,72.0,1.0
714,Patek Philippe Voyager 263 Series,Patek Philippe,electronic,1881552,7,Mẫu Patek Philippe Voyager 263 Series của Patek Philippe - thiết kế hiện đại.,1.0,waterproof;notifications;nfc,bluetooth,,,
715,Invicta Voyager 391 Pro,Invicta,mechanical,14674096,85,Mẫu Invicta Voyager 391 Pro của Invicta - thiết kế cổ điển.,,,,manual,40.0,0.0
716,Hamilton Prime 174 Z,Hamilton,mechanical,7646178,43,Mẫu Hamilton Prime 174 Z của Hamilton - thiết kế cổ điển.,,,,manual,40.0,1.0
717,Invicta Heritage 146 Pro,Invicta,mechanical,2194210,5,Mẫu Invicta Heritage 146 Pro của Invicta - thiết kế cổ điển.,,,,automatic,48.0,0.0
718,Patek Philippe Prime 925 Pro,Patek Philippe,electronic,9387508,97,Mẫu Patek Philippe Prime 925 Pro của Patek Philippe - thiết kế hiện đại.,3.0,sleep_tracking;waterproof;gps;nfc;music_control,wifi,,,
719,Longines Classic 194 Model,Longines,electronic,1291224,23,Mẫu Longines Classic 194 Model của Longines - thiết kế hiện đại.,1.0,step_counter;gps;sleep_tracking;waterproof,gps,,,
720,Bulova Classic 453 Lite,Bulova,mechanical,14837869,71,Mẫu Bulova Classic 453 Lite của Bulova - thiết kế cổ điển.,,,,manual,48.0,0.0
721,Tissot Sport 358 Series,Tissot,mechanical,3454139,36,Mẫu Tissot Sport 358 Series của Tissot - thiết kế cổ điển.,,,,automatic,80.0,1.0
722,Rolex Voyager 913 One,Rolex,electronic,3579744,0,Mẫu Rolex Voyager 913 One của Rolex - thiết kế hiện đại.,5.0,nfc;waterproof;heart_rate;gps;music_control,bluetooth,,,
723,Seiko Prime 698 Series,Seiko,electronic,6215462,75,Mẫu Seiko Prime 698 Series của Seiko - thiết kế hiện đại.,1.0,nfc;heart_rate;music_control,gps,,,
724,Bulova Apex 644 Pro,Bulova,electronic,9115962,0,Mẫu Bulova Apex 644 Pro của Bulova - thiết kế hiện đại.,3.0,notifications,none,,,
725,Movado Master 217 Edition,Movado,electronic,12122590,36,Mẫu Movado Master 217 Edition của Movado - thiết kế hiện đại.,3.0,gps,gps,,,
726,Rolex Master 246 X,Rolex,mechanical,1793230,26,Mẫu Rolex Master 246 X của Rolex - thiết kế cổ điển.,,,,automatic,48.0,0.0
727,Tissot Sport 306 S,Tissot,mechanical,12115956,94,Mẫu Tissot Sport 306 S của Tissot - thiết kế cổ điển.,,,,manual,72.0,0.0
728,Orient Urban 525 Line,Orient,mechanical,7599534,49,Mẫu Orient Urban 525 Line của Orient - thiết kế cổ điển.,,,,manual,42.0,0.0
729,Citizen Heritage 831 Lite,Citizen,electronic,9401083,55,Mẫu Citizen Heritage 831 Lite của Citizen - thiết kế hiện đại.,7.0,gps;heart_rate;step_counter;nfc,gps,,,
730,Tissot Apex 540 Z,Tissot,electronic,1717566,59,Mẫu Tissot Apex 540 Z của Tissot - thiết kế hiện đại.,4.0,notifications,none,,,
731,Tissot Prime 862 Line,Tissot,mechanical,8084835,37,Mẫu Tissot Prime 862 Line của Tissot - thiết kế cổ điển.,,,,automatic,60.0,1.0
732,Invicta Sport 523 X,Invicta,electronic,6488781,59,Mẫu Invicta Sport 523 X của Invicta - thiết kế hiện đại.,7.0,step_counter;nfc;music_control;notifications;heart_rate,bluetooth,,,
733,Longines Master 806 Model,Longines,mechanical,12722192,5,Mẫu Longines Master 806 Model của Longines - thiết kế cổ điển.,,,,automatic,48.0,0.0
734,Movado Apex 776 S,Movado,mechanical,9545251,33,Mẫu Movado Apex 776 S của Movado - thiết kế cổ điển.,,,,manual,80.0,1.0
735,Citizen Voyager 266 Series,Citizen,mechanical,6790084,2,Mẫu Citizen Voyager 266 Series của Citizen - thiết kế cổ điển.,,,,automatic,48.0,1.0
736,Bulova Apex 709 X,Bulova,mechanical,13097318,95,Mẫu Bulova Apex 709 X của Bulova - thiết kế cổ điển.,,,,manual,42.0,0.0
737,Citizen Eco-Drive Urban 708 X,Citizen Eco-Drive,electronic,12167291,11,Mẫu Citizen Eco-Drive Urban 708 X của Citizen Eco-Drive - thiết kế hiện đại.,2.0,heart_rate;gps,bluetooth,,,
738,Fossil Classic 215 S,Fossil,electronic,9905037,83,Mẫu Fossil Classic 215 S của Fossil - thiết kế hiện đại.,2.0,waterproof;heart_rate;nfc;notifications,wifi,,,
739,Seiko Sport 171 Model,Seiko,electronic,11212327,56,Mẫu Seiko Sport 171 Model của Seiko - thiết kế hiện đại.,4.0,heart_rate;music_control;waterproof;step_counter,wifi,,,
740,Movado Heritage 53 Lite,Movado,mechanical,614177,80,Mẫu Movado Heritage 53 Lite của Movado - thiết kế cổ điển.,,,,manual,48.0,0.0
741,Citizen Eco-Drive Pilot 298 Edition,Citizen Eco-Drive,electronic,7568699,62,Mẫu Citizen Eco-Drive Pilot 298 Edition của Citizen Eco-Drive - thiết kế hiện đại.,5.0,notifications;gps;sleep_tracking;heart_rate;step_counter,gps,,,
742,Skagen Sport 275 X,Skagen,electronic,13392539,14,Mẫu Skagen Sport 275 X của Skagen - thiết kế hiện đại.,4.0,sleep_tracking;waterproof;notifications;music_control;heart_rate,wifi,,,
743,Fossil Apex 353 S,Fossil,mechanical,3865495,28,Mẫu Fossil Apex 353 S của Fossil - thiết kế cổ điển.,,,,manual,60.0,0.0
744,Tissot Prime 741 X,Tissot,electronic,14417149,86,Mẫu Tissot Prime 741 X của Tissot - thiết kế hiện đại.,7.0,notifications;music_control;gps,wifi,,,
745,Citizen Apex 133 Model,Citizen,mechanical,3392521,77,Mẫu Citizen Apex 133 Model của Citizen - thiết kế cổ điển.,,,,manual,36.0,0.0
746,Bulova Prime 241 Line,Bulova,electronic,8574042,2,Mẫu Bulova Prime 241 Line của Bulova - thiết kế hiện đại.,3.0,sleep_tracking;notifications;gps,wifi,,,
747,Invicta Classic 827 Series,Invicta,electronic,5397154,14,Mẫu Invicta Classic 827 Series của Invicta - thiết kế hiện đại.,5.0,gps;step_counter,wifi,,,
748,Tag Heuer Urban 788 Edition,Tag Heuer,electronic,11666376,71,Mẫu Tag Heuer Urban 788 Edition của Tag Heuer - thiết kế hiện đại.,3.0,gps;sleep_tracking,bluetooth,,,
749,Longines Apex 986 Series,Longines,electronic,14632566,100,Mẫu Longines Apex 986 Series của Longines - thiết kế hiện đại.,5.0,gps;music_control;step_counter;heart_rate;sleep_tracking,wifi,,,
750,Fossil Urban 161 Pro,Fossil,electronic,10768369,97,Mẫu Fossil Urban 161 Pro của Fossil - thiết kế hiện đại.,5.0,gps;notifications;sleep_tracking;nfc,none,,,
751,Orient Elite 450 X,Orient,electronic,11653680,0,Mẫu Orient Elite 450 X của Orient - thiết kế hiện đại.,2.0,sleep_tracking;nfc;step_counter;gps,bluetooth,,,
752,Patek Philippe Urban 645 Line,Patek Philippe,mechanical,2698363,96,Mẫu Patek Philippe Urban 645 Line của Patek Philippe - thiết kế cổ điển.,,,,manual,80.0,1.0
753,Patek Philippe Heritage 941 X,Patek Philippe,mechanical,13521946,66,Mẫu Patek Philippe Heritage 941 X của Patek Philippe - thiết kế cổ điển.,,,,manual,36.0,0.0
754,Seiko Pilot 967 Series,Seiko,mechanical,1729284,40,Mẫu Seiko Pilot 967 Series của Seiko - thiết kế cổ điển.,,,,manual,80.0,1.0
755,Hublot Classic 677 Model,Hublot,mechanical,13586411,7,Mẫu Hublot Classic 677 Model của Hublot - thiết kế cổ điển.,,,,manual,48.0,0.0
756,Skagen Prime 739 Lite,Skagen,electronic,13683847,1,Mẫu Skagen Prime 739 Lite của Skagen - thiết kế hiện đại.,10.0,nfc;sleep_tracking;waterproof,gps,,,
757,Skagen Voyager 808 One,Skagen,electronic,9954538,89,Mẫu Skagen Voyager 808 One của Skagen - thiết kế hiện đại.,3.0,waterproof;nfc;heart_rate;sleep_tracking,none,,,
758,Tissot Pilot 554 Pro,Tissot,mechanical,3599150,65,Mẫu Tissot Pilot 554 Pro của Tissot - thiết kế cổ điển.,,,,manual,60.0,0.0
759,Hamilton Classic 29 Z,Hamilton,electronic,9091302,30,Mẫu Hamilton Classic 29 Z của Hamilton - thiết kế hiện đại.,10.0,music_control;step_counter;heart_rate,bluetooth,,,
760,Rolex Pilot 363 Series,Rolex,electronic,1192127,83,Mẫu Rolex Pilot 363 Series của Rolex - thiết kế hiện đại.,1.0,step_counter;notifications;sleep_tracking;heart_rate,gps,,,
761,Timex Voyager 580 Z,Timex,mechanical,12745189,29,Mẫu Timex Voyager 580 Z của Timex - thiết kế cổ điển.,,,,manual,42.0,0.0
762,Movado Master 732 X,Movado,electronic,8035166,31,Mẫu Movado Master 732 X của Movado - thiết kế hiện đại.,1.0,waterproof;music_control;nfc,gps,,,
763,Patek Philippe Heritage 84 Series,Patek Philippe,mechanical,1401808,16,Mẫu Patek Philippe Heritage 84 Series của Patek Philippe - thiết kế cổ điển.,,,,manual,40.0,0.0
764,Invicta Heritage 603 Z,Invicta,mechanical,8024702,50,Mẫu Invicta Heritage 603 Z của Invicta - thiết kế cổ điển.,,,,manual,60.0,0.0
765,Longines Apex 750 X,Longines,electronic,12445272,18,Mẫu Longines Apex 750 X của Longines - thiết kế hiện đại.,5.0,notifications;sleep_tracking,gps,,,
766,Invicta Pilot 121 Line,Invicta,mechanical,7103769,4,Mẫu Invicta Pilot 121 Line của Invicta - thiết kế cổ điển.,,,,automatic,60.0,0.0
767,Orient Voyager 873 X,Orient,electronic,2099874,47,Mẫu Orient Voyager 873 X của Orient - thiết kế hiện đại.,5.0,heart_rate;step_counter;gps,bluetooth,,,
768,Swatch Prime 302 S,Swatch,mechanical,905678,18,Mẫu Swatch Prime 302 S của Swatch - thiết kế cổ điển.,,,,automatic,80.0,0.0
769,Omega Prime 221 Model,Omega,mechanical,12377314,62,Mẫu Omega Prime 221 Model của Omega - thiết kế cổ điển.,,,,automatic,36.0,0.0
770,Casio Heritage 493 One,Casio,mechanical,4990677,57,Mẫu Casio Heritage 493 One của Casio - thiết kế cổ điển.,,,,manual,80.0,0.0
771,Citizen Eco-Drive Master 781 Model,Citizen Eco-Drive,electronic,7819076,58,Mẫu Citizen Eco-Drive Master 781 Model của Citizen Eco-Drive - thiết kế hiện đại.,10.0,notifications;gps;sleep_tracking;nfc,bluetooth,,,
772,Citizen Eco-Drive Heritage 397 Line,Citizen Eco-Drive,electronic,13553544,43,Mẫu Citizen Eco-Drive Heritage 397 Line của Citizen Eco-Drive - thiết kế hiện đại.,5.0,notifications,none,,,
773,Hamilton Classic 586 Pro,Hamilton,electronic,8635143,15,Mẫu Hamilton Classic 586 Pro của Hamilton - thiết kế hiện đại.,7.0,gps;notifications;step_counter;sleep_tracking;heart_rate,wifi,,,
774,Invicta Classic 124 Z,Invicta,electronic,3106279,2,Mẫu Invicta Classic 124 Z của Invicta - thiết kế hiện đại.,3.0,waterproof;music_control,gps,,,
775,Skagen Voyager 329 X,Skagen,mechanical,9038949,62,Mẫu Skagen Voyager 329 X của Skagen - thiết kế cổ điển.,,,,automatic,42.0,0.0
776,Seiko Pilot 325 X,Seiko,mechanical,4229078,14,Mẫu Seiko Pilot 325 X của Seiko - thiết kế cổ điển.,,,,automatic,60.0,1.0
777,Hamilton Prime 787 Series,Hamilton,mechanical,2736297,52,Mẫu Hamilton Prime 787 Series của Hamilton - thiết kế cổ điển.,,,,automatic,36.0,0.0
778,Hamilton Classic 731 Edition,Hamilton,electronic,4821353,12,Mẫu Hamilton Classic 731 Edition của Hamilton - thiết kế hiện đại.,3.0,music_control;nfc,none,,,
779,Orient Classic 208 Line,Orient,mechanical,11405939,75,Mẫu Orient Classic 208 Line của Orient - thiết kế cổ điển.,,,,automatic,48.0,0.0
780,Hublot Sport 276 Edition,Hublot,electronic,5115878,70,Mẫu Hublot Sport 276 Edition của Hublot - thiết kế hiện đại.,4.0,notifications,bluetooth,,,
781,Timex Classic 276 Z,Timex,mechanical,14470383,86,Mẫu Timex Classic 276 Z của Timex - thiết kế cổ điển.,,,,automatic,40.0,0.0
782,Tissot Prime 582 X,Tissot,electronic,6966743,81,Mẫu Tissot Prime 582 X của Tissot - thiết kế hiện đại.,5.0,nfc;notifications,wifi,,,
783,Skagen Heritage 985 Z,Skagen,electronic,7050259,0,Mẫu Skagen Heritage 985 Z của Skagen - thiết kế hiện đại.,10.0,step_counter;sleep_tracking;gps;heart_rate,bluetooth,,,
784,Bulova Prime 613 Pro,Bulova,electronic,12672572,48,Mẫu Bulova Prime 613 Pro của Bulova - thiết kế hiện đại.,3.0,step_counter;heart_rate,wifi,,,
785,Movado Sport 308 Series,Movado,electronic,6231921,15,Mẫu Movado Sport 308 Series của Movado - thiết kế hiện đại.,10.0,step_counter;waterproof,wifi,,,
786,Tag Heuer Urban 651 Pro,Tag Heuer,electronic,14704785,90,Mẫu Tag Heuer Urban 651 Pro của Tag Heuer - thiết kế hiện đại.,4.0,waterproof;sleep_tracking;nfc,none,,,
787,Citizen Eco-Drive Urban 17 Model,Citizen Eco-Drive,mechanical,9873428,0,Mẫu Citizen Eco-Drive Urban 17 Model của Citizen Eco-Drive - thiết kế cổ điển.,,,,manual,36.0,1.0
788,Patek Philippe Pilot 917 S,Patek Philippe,electronic,11555746,68,Mẫu Patek Philippe Pilot 917 S của Patek Philippe - thiết kế hiện đại.,1.0,heart_rate,gps,,,
789,Swatch Heritage 848 One,Swatch,electronic,5690503,22,Mẫu Swatch Heritage 848 One của Swatch - thiết kế hiện đại.,10.0,gps,gps,,,
790,Fossil Apex 10 Line,Fossil,mechanical,11275594,97,Mẫu Fossil Apex 10 Line của Fossil - thiết kế cổ điển.,,,,manual,72.0,0.0
